"Obsolète","Code terrain","Toponyme","Type","Date creation","Dernière modification","Date validation","Position","Latitude","Longitude","Altitude","Consignes","Nombre de pistes","Nature première piste","Axe préférentiel première piste","Largeur première piste","Longueur première piste","Orientation première piste","Nature deuxième piste","Axe préférentiel deuxième piste","Largeur deuxième piste","Longueur deuxième piste","Orientation deuxième piste","Radio","Carburant","Facilités","Facilités en clair","Email de contact","Téléphone","Informations complémentaires"
"","LFGI","Dijon - Darois","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","8/01/2016","47.385917238710825, 4.947244407409698","N 47 23 09","E 004 56 50","1586 ft","","2","dur","'02","20","800","'02-20","herbe","'02","80","780","'02-20","119.550","AD49_AvGas","","","aeroclub-cote-d-or@wanadoo.fr","+33 3 80 35 61 09","Secrétariat club Contactez VéroniqueDu mardi au samedi de 10h à 18hSauf jeudi jusqu'à 12h30 seulement"
"","LFGJ","Dole - Tavaux","Aérodrome C.A.P. Libre d'accès aux ULM  ","21/10/2011","24/12/2015","18/10/2016","47.037501791656105, 5.424156188964844","N 47 02 15","E 005 25 27","645 ft","","1","dur","'05","45","2230","'05-23","herbe","'05","50","800","'05-23","Tour 130.775.  ATIS 121,6","AD50_AvGas_NP","6","Restauration à proximité","aeroport-dole.tavaux@jura.cci.fr","+33 3 84 72 18 53","AD réservé aux ACFT munis de radio et transpondeurPiste en herbe fermée Attention nouvelle CTR (agrandie) voir carte SIANouvelle fréquence ATIS. 121,60 (ancienne 126 supprimée)Aéroclub de Franche-Conté5 rue de Dole39500 TavauxTél : 03 84 81 18 17"
"","LFGK","Joigny","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","19/01/2016","47.994444, 3.3908329999999296","N 47 59 40","E 003 23 27","732 ft","","2","dur","'08","30","1070","'08-26","herbe","","80","700","'08-26"," ","AD50_AvGas_NP","","","lesailesjoviniennes@free.fr","+33 3 86 62 11 82",""
"","LFGL","Lons Le Saunier - Courlaoux","Aérodrome C.A.P. Libre d'accès aux ULM  ","21/10/2011","24/12/2015","13/01/2016","46.675472253105, 5.472264289855957","N 46 40 32","E 005 28 20","761 ft","","1","herbe","'26","60","1100","'08-26","herbe","","","","'Inconnue","123.5","AD50_AvGas_NP","","","cci@jura.cci.fr","+33 3 84 24 15 76","ULM club Lédonien : président Jacky BESSON 03 85 75 28 69 - 06 82 61 52 14Aérodrome de Lons-le-Saunier - Coulaouxinfo@aeroclub-lonslesaunier.com"
"","LFGM","Montceau les Mines - Pouilloux","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","8/01/2016","46.60327403040167, 4.338271164062462","N 46 36 12","E 004 20 18","1032 ft","","1","dur","'9","20","900","'09-27","herbe","","","","'Inconnue"," ","AD49_AvGas","","","","+33 3 85 77 51 51",""
"","LFGN","Paray le Monial","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","2/08/2015","17/08/2015","46.466667, 4.1330560000000105","N 46 28 00","E 004 07 59","1003 ft","Tour de piste Avions ULM Nord-Est1000 AAL 2000 AMSLPlaneurs au Sud","1","herbe","","100","600","'13-31","herbe","","","","'Inconnue","Auto-info 123.5","","3","Restauration sur place","cvv71@wanadoo.fr","+33 3 85 81 95 00",""
"","LFGO","Pont sur Yonne","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","2/12/2016","4/12/2016","48.289444, 3.248888999999963","N 48 17 22","E 003 14 56","232 ft","Tour de piste au NordAttention aux planeurs","2","herbe","'32","60","1000","'14-32","herbe","'32","80","1000","'14-32","118.175","AD49_AvGas","3","Restauration sur place","ccyn@wanadoo.fr","+33 3 86 67 21 46",""
"","LFGP","St Florentin Cheu","Aérodrome C.A.P. Libre d'accès aux ULM  ","3/05/2011","2/08/2015","16/08/2015","47.981389, 3.776944","N 47 58 53","E 003 46 37","355 ft","Tour de piste ULM du même coté que les avions. Eviter la vertical piste (câble planeur et parachutiste). S'intégrer directement en vent arrière.Si activité para prendre contact par radio sur le 123.5 pour info","1","herbe","'07","80","1080","'07-25","herbe","","","","'Inconnue","123.5","100LL","2,4","Hangar possible, Gîte à proximité","patrice.jeannez@edmon-erep-aco.fr","+33 3 86 35 19 58","place pour machine de passage possible Tel: +33 686084705"
"","LFGQ","Semur en Auxois","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","8/01/2016","47.48104708914766, 4.342970169311475","N 47 28 52","E 004 20 35","1051 ft","","2","dur","'22","25","780","'04-22","herbe","'22","60","620","'04-22"," 123.5","AD50_AvGas_NP","","","lfgq@orange.fr","+33 3 80 97 01 11","piste non revêtue impraticable en hiver et après pluies prolongées.Alain BROCHETPrésident de l'Aéro-ClubAéroclub 03.80.97.12.04"
"","LFGR","Doncourt les Conflans","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","25/12/2015","28/01/2016","49.151944444444, 5.931388888888932","N 49 09 07","E 005 55 53","809 ft","","1","herbe","'08","80","1000","'08-26","herbe","","","","'Inconnue"," ","AD50_AvGas_NP","","","","+33 3 82 33 07 42","AD réservé aux ACFT munis de radio.	C.A.B.B.Aérodrome de Doncourt les Conflans54 300 Doncourt-les-Conflans Tél. 03 82 33 05 89Fax : 03 82 33 16 97"
"","LFGS","Longuyon Villette","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","25/08/2016","27/08/2016","49.483611, 5.57194400000003","N 49 29 01","E 005 34 19","1148 ft","Aérodrome interdit par vent de nord supérieur à 15 kt effectif plein travers.Fortes turbulences par vent Nord.","1","herbe","'10","50","900","'10-28","herbe","","","","'Inconnue","123.5","AD50_AvGas_NP","","","michel-soulignac@wanadoo.fr","+33 3 82 39 40 31","AD réservé aux aéronefs basés et aux pilotes totalisant plus de 200 heures de vol en tant que commandant de bord.Libre d'accès aux ULM.AD utilisable avec précautions après pluies prolongées"
"","LFGT","Sarrebourg Buhl","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","25/12/2015","28/01/2016","48.716549193856785, 7.076051788330138","N 48 42 60","E 007 04 34","873 ft","Tour de piste ulm au Nord","2","herbe","'22","20","740","'04-22","herbe","'22","80","770","'04-22","123.500","AD50_AvGas_NP","","","","+33 3 87 07 10 27","AD réservé aux ACFT munis de radiosaéroclub : SarrebourgRenseignementsTél. 03.87.07.10.27.       06.08.50.84.23       06.33.71.01.13.http://aerobuhl.free.fr/"
"","LFGU","Sarreguemines Neunkirch","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","25/12/2015","28/01/2016","49.127822951783, 7.105937439147965","N 49 07 40","E 007 06 21","863 ft","","2","herbe","'05","80","714","'05-23","herbe","","150","714","'05-23"," 123.500","100LL - Aero 80","","","espoir.aeronautique@free.fr","+33 3 87 95 33 50","Avgas 100LL, Aero 80 - prendre contact avant, grande surface station service à 1 kmPlaneurs :[05L-23R] 710m x 150m herbeAvions : [05R-23L] 710m x 80m herbe"
"oui","LFGV","Thionville Yutz","Aérodrome fermé.","24/08/2011","7/12/2013","10/12/2013","49.35439866737334, 6.200065612792969","N 49 21 16","E 006 12 00","516 ft","AERODROME FERME DEPUIS LE 1 AOUT 2011","1","herbe","","","","'02-20","","","","","","","","","","","","AERODROME FERME DEPUIS LE 1 AOUT 2011"
"","LFGW","Verdun Sommedieue","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","25/12/2015","28/01/2016","49.12210965649505, 5.473064597900361","N 49 07 20","E 005 28 23","1236 ft","","2","dur","","20","1110","'10-28","herbe","","60","600","'10-28","125.25","AD49_AvGas","3","Restauration sur place","acrtvdn@wanadoo.fr","+33 6 33 40 24 99",""
"","LFGX","Champagnole - Crotenay","Aérodrome Restreint libre d'accès aux ULM","21/10/2011","24/12/2015","13/01/2016","46.765500365102824, 5.820093154907227","N 46 45 56","E 005 49 12","1744 ft","","1","herbe","","0","732","'01-19","herbe","","","","'Inconnue","auto-info 123.5","","","","aeroclub.champagnol@orange.fr","+33 3 84 51 21 03","AD à caractéristiques spéciales réservé aux pilotes basés et à ceux autorisés répondant aux conditions suivantes :- avoir plus de 250 heures de vol.- et au préalable reconnu la plate-forme avec un instructeur habilité ou possédant la qualification montagne.AD Utilisable par HEL."
"","LFGY","St Dié Remomex","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","25/12/2015","28/01/2016","48.26587478454706, 7.004538841247495","N 48 15 57","E 007 00 16","1187 ft","","1","dur","'07","18","870","'07-25","herbe","","","","'Inconnue","123.500","AD50_AvGas_NP","6,5","Restauration à proximité, Camping possible","lfgy@orange.fr","+33 3 29 56 24 62","AD réservé aux ACFT munis de radio."
"","LFGZ","Nuits Saint Georges","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","17/10/2016","18/10/2016","47.142222, 4.96833300000003","N 47 08 32","E 004 58 06","796 ft","","1","herbe","","60","962","'11-29","herbe","","","","'Inconnue","123.50","AD50_AvGas_NP","6","Restauration à proximité","aeroclub.nuits-saint-georges@wanadoo.fr","+33 3 80 61 05 16","ouvert à la CAP Se renseigner  pour état du terrain après forte pluie de novembre à avril.Restaurant à 3 km à VosneHotel de la Berchère à proximité immédiate"
"","LFHA","Issoire - Le Broc","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","8/01/2016","45.513889, 3.2661110000000235","N 45 30 50","E 003 15 58","1240 ft","Tour de piste avions / ULM à l'estAvions 2200 AMSL / 1000 AALULM 1600 AMSL / 330 ATTENTION piste planeur à l'est de la piste avion","2","herbe","'36","60","855","'18-36","herbe","'36","80","855","'18-36","118.15","AD49_AvGas","6,4,5","Restauration à proximité, Gîte à proximité, Camping possible","acph@wanadoo.fr","+33 4 73 89 16 62","Camping municipal du Mas - Rue du Dc Bienfait - 63500 ISSOIREA75 sortie 12 - Tél : 04 73 89 03 59 (Ouvert du 1er avril au 7 novembre)Etap Hotel Issoire - (Sur présentation de votre licence FFVV, FFA ou FFPLUM le petit déjeuner vous est offert) Sur A75 sortie n°12Le Chapeau rouge - Restauration à proximité de l'aérodromeTél : 04 73 89 14 74Piste en cours de décalage, vers l'est des installations."
"","LFHC","Pérouges Meximieux","Aérodrome C.A.P. Libre d'accès aux ULM  ","19/06/2011","26/12/2015","1/04/2017","45.87141996847959, 5.1851144216838065","N 45 52 17","E 005 11 06","703 ft","Tour de piste à l'est 800ft","1","herbe","'16","60","690","'16-34","herbe","","","","'Inconnue","123.5","AD50_AvGas_NP","","","darmongilbert@yahoo.fr","+33 4 74 61 12 90","AD ouvert à la CAP, mais réservé aux ACFT munis de radio. Toujours accueillis avec beaucoup de gentillesse.Pérouges - cité médiévale à 5km, la route est passante, il doit être possible de faire du stop pour s'y rendre . A voir (http://fr.wikipedia.org/wiki/Pérouges), mais ne pas survoler"
"","LFHD","Pierrelatte","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","26/12/2015","20/02/2016","44.399310907969564, 4.716086137559614","N 44 23 58","E 004 42 58","195 ft","36 main gauche18 main droite","2","herbe","'36","80","1200","'18-36","herbe","'36","85","1100","'18-36","118.975","AD50_AvGas_NP","4","Gîte à proximité","","+33 4 75 04 01 49","Les ULM non basés doivent utiliser la piste avions. Président Club Ulm : Christian RATAJEZAK06 07 31 88 58"
"","LFHE","Romans Saint Paul","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","26/12/2015","20/02/2016","45.064722222222, 5.101388888888891","N 45 03 53","E 005 06 05","595 ft","piste 06 et 02 main gauchepiste 24 et 20 main droite","2","herbe","'06","50","935","'06-24","herbe","'02","50","500","'02-20","118.8","AD49_AvGas","3,4,5","Restauration sur place, Gîte à proximité, Camping possible","sebastien@metay.fr","+33 4 75 70 06 76","Radio obligatoire en auto-information (118.8)activité planeurs et Important trafic ULM.Treuil équipé de gyrophare. Information des usagers sur ROMANS A/A. "
"","LFHF","Ruoms","Aérodrome Restreint libre d'accès aux ULM","0/00/0000","26/12/2015","18/02/2016","44.443557729397625, 4.332777999999962","N 44 26 37","E 004 19 58","353 ft","Tours de piste standard, main gauche","1","herbe","'18","50","630","'18-36","herbe","","","","'Inconnue","123.50","","6,4","Restauration à proximité, Gîte à proximité","","+33 4 75 39 62 57","Aérodrome réservé aux avions et planeurs dont les pilotes ont été reconnus aptes à utiliser l?aérodrome par un instructeur (ou détiennent une qualification d?instructeur).Utilisable par les HEL et ULM.Restaurants à l'entrée de Ruoms, 1.5km.Campings autour du terrain, 300m"
"","LFHG","Saint Chamond","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","4/09/2017","5/09/2017","45.491944, 4.534444000000008","N 45 29 31","E 004 32 04","1307 ft","Tour de piste main gauche en 10 et 28 ","1","herbe","'28","60","700","'10-28","herbe","","","","'Inconnue"," ","AD50_AvGas_NP","","invalid","aeroclubdestchamond@orange.fr","+33 04 77 22 03 45",""
"","LFHH","Vienne Reventin","Aérodrome C.A.P. Libre d'accès aux ULM  ","19/06/2011","26/12/2015","20/02/2016","45.461650720690464, 4.828212261199951","N 45 27 42","E 004 49 42","720 ft","Attention la piste en dur est interdite et sert de taxiway. Attention environnement sensible au bruit, bien respecter les consignes de la carte VAC.Attention en bordure de la P18 Saint Alban.","1","herbe","","50","660","'01-19","herbe","","","","'Inconnue","123.5","100 LL","6,4","Restauration à proximité, Gîte à proximité","acvienne@free.fr","+33 4 74 58 82 00","Restaurant : 'Sur le Pouce' 1168 RN7 Chonas. Au rond point qui est au sud ouest de l'aérodrome, ouvert du lundi au samedi +33 4 74 58 87 50 le dimanche pour les groupes sur réservationHôtel-Restaurant  : Relai 500 +33 (04) 74 58 81 44. 100 m au nord du rond points qui est au sud ouest de l'aérodrome www.relais-500-de-vienne.com"
"","LFHI","Morestel","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","26/12/2015","20/02/2016","45.686944, 5.452499999999986","N 45 41 13","E 005 27 09","803 ft","Attention, tour de piste limite ZIT Crey-Malville","1","herbe","'31","80","787","'13-31","herbe","","","","'Inconnue"," 123.5","AD50_AvGas_NP","6,2,4","Restauration à proximité, Hangar possible, Gîte à proximité","","+33 4 74 80 09 57","centre commercial et essence à 150 m"
"","LFHJ","Lyon Corbas","Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ","0/00/0000","26/12/2015","20/02/2016","45.654457864834015, 4.912736984130788","N 45 39 16","E 004 54 46","652 ft","","2","herbe","","100","900","'18-36","herbe","","100","880","'18-36","119.05","","","","","+33 4 72 50 28 42","AD réservé au vol à voile, au parachutisme, aux avions basés et de servitude."
"","LFHL","Langogne Lespéron","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","18/07/2016","20/07/2016","44.704518947301004, 3.885848708984443","N 44 42 16","E 003 53 09","3339 ft","Tour de piste à l'est Avions: 4300/1000ulm : 4000/700RADIO OBLIGATOIRENB 'Porte avion' en dur de 100X15 m proche du seuil 22Main gauche pour les 2 QFU. Préférer atterrissage en 04 et décollage en 22.","1","herbe","'04","50","884","'04-22","herbe","","","","'Inconnue","123.5","AD50_AvGas_NP","6,2,4,5,1","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible, Atelier ULM","aerolang@orange.fr","+33 4 66 69 00 90","Arbres situé à 10 m de l'entrée de piste 22 hauteur 56 ft"
"","LFHM","Megève","Altiport Libre d'accès aux ULM","0/00/0000","26/03/2016","29/03/2016","45.823611, 6.649167000000034","N 45 49 25","E 006 38 57","4830 ft","","1","dur","'15","18","434","'15-33","herbe","","","","'Inconnue","132.05","AD50_AvGas_NP","","","aeroclub-megeve@orange.fr","+33 4 50 21 03 21","AD réservé aux ACFT munis de radio.Avions : Qualification Montagne requiseULM : libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LFHN","Bellegarde Vouvray","Aérodrome C.A.P. Libre d'accès aux ULM  ","23/08/2011","25/11/2016","1/04/2017","46.12398738573517, 5.805065322753876","N 46 07 26","E 005 48 18","1626 ft","Tour de piste à l'ouest : éviter le survol de l?autoroute A40","2","dur","'01","18","670","'18-36","herbe","'01","20","350","'18-36","123.500","UL91 - 100LL","","","info@aeroclub-bellegarde.fr","+33 4 50 48 06 54","AD réservé aux aéronefs munis de radio. Possibilité de dérogation pour les aéronefs basés.."
"","LFHO","Aubenas Ardèche Méridionale","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","26/12/2015","20/02/2016","44.545194386639785, 4.372439476196291","N 44 32 43","E 004 22 21","923 ft","Prudence au roulage en raison de la présence d'équipements sécurité civile en bordure du TWY.Éviter le survol de Balazuc situé au sud. ","1","dur","'36","30","1425","'18-36","herbe","","","","'Inconnue","119.850","JET A1 AVGAS","6,4","Restauration à proximité, Gîte à proximité","aeroclub-aubenas@wanadoo.fr","+33 4 75 35 23 80","AD réservé aux ACFT munis de radio.Gascon Bernard (Pdt) 04 75 38 89 59 / 06 24 64 43 72  Aérodrome d'Aubenas Ardèche Méridionale 07200 LANAStél : 04 75 93 42 08"
"","LFHP","Le Puy - Loudes","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","9/01/2016","45.079722, 3.7633329999999887","N 45 04 47","E 003 45 48","2731 ft","AD réservé aux ACFT munis de radio.Tour de piste à l'ouestAvion: 3400 AMSL/ 700 AALULM : 3100 AMSL / 330 AAL","2","dur","'33","30","1393","'15-33","herbe","'33","80","940","'15-33","118.0","AD50_AvGas_NP","3,6,4","Restauration sur place, Restauration à proximité, Gîte à proximité","aerolepuy@orange.fr","+33 4 71 08 61 87","Aéroclub du Puy - Aérodrome 43320 CHaspuzac04.71.08.60.59restaurants :Les Reillades / Le Miragetél : 04 71 08 98 00 / 04 71 01 46 31hôtels :Hôtel Alizé(à 100m)tél : 04 71 08 98 00Aéroclub du Puy 04.71.08.60.59carburant : JET A1 AVGASassistance aéroportuaire :Aéroporttél : 04 71 08 61 87"
"","LFHQ","St Flour - Coltines","Aérodrome C.A.P. Libre d'accès aux ULM  ","8/11/2011","24/12/2015","11/01/2016","45.07595646119484, 2.9928195476531982","N 45 04 33","E 002 59 34","3218 ft","Tour de piste : Main droite pour la 01Tour de piste : Main Gauche pour la 19","1","dur","","30","1310","'01-19","herbe","","","","'Inconnue","120.050","AD50_AvGas_NP","2,4","Hangar possible, Gîte à proximité","synd.mixte-gest.aero.coltines@orange.fr","+33 4 71 60 94 95","AD réservé aux ACFT munis de radio.Piste en herbe n'existe plus"
"","LFHR","Brioude - Beaumont","Aérodrome C.A.P. Libre d'accès aux ULM  ","0/00/0000","24/12/2015","11/01/2016","45.320476423617194, 3.3611224973755043","N 45 19 14","E 003 21 40","1487 ft","","2","herbe","'33","80","970","'15-33","herbe","'33","50","870","'15-33"," ","AD50_AvGas_NP","3,5","Restauration sur place, Camping possible","brioudeclub@free.fr","+33 4 71 50 13 53","Activité ULM exclusivement sur piste avionresponsable ulm - planeur : Philippe Sigoigne"
"","LFHS","Bourg Ceyzeriat","Aérodrome C.A.P. Libre d'accès aux ULM  ","12/07/2011","26/12/2015","17/02/2016","46.199912159491134, 5.291752497355219","N 46 11 60","E 005 17 30","857 ft","A l'Est du terrain, 1600 ft QNH, pas de survol des villages, verticale conseillée 2200 ft.","2","dur","'18","30","1139","'18-36","herbe","'18","80","735","'18-36","118.450","AD50_AvGas_NP","3,6,2,4,5","Restauration sur place, Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible","gemilis-aero@hotmail.fr","+33 4 74 42 72 88","AD réservé aux ACFT munis de radio.ULM PARAMOTEUR réservé aux aéronefs basés et autorisés par l'exploitant d'aérodrome."
